/,,填写内容↓,输入方式,输入提示/来源/下拉列表字典来源,专家活动申请表页面,,,,,,,,,,,,,,
,,客户代码,多选/输入,是否有系统统计？,"显示,必填","显示,必填","显示,必填",隐藏,隐藏,隐藏,隐藏,隐藏,"显示,必填",隐藏,隐藏,隐藏,隐藏,隐藏,隐藏
,,产品线,多选/输入,是否有系统统计？,"显示,必填","显示,必填","显示,必填",隐藏,隐藏,隐藏,隐藏,隐藏,"显示,必填",隐藏,隐藏,隐藏,隐藏,隐藏,隐藏
,,当前阶段,下拉选择,"项目所有可选阶段：
业务提供，如：P1、EVT、MP","显示,必填","显示,必填","显示,必填",隐藏,隐藏,隐藏,隐藏,隐藏,"显示,必填",隐藏,隐藏,隐藏,隐藏,隐藏,隐藏
,,是否KDW,下拉选择,是/否,"显示,必填","显示,必填","显示,必填",隐藏,隐藏,隐藏,隐藏,隐藏,"显示,必填",隐藏,隐藏,隐藏,隐藏,隐藏,隐藏
,,是否迭代产品,下拉选择,是/否,"显示,必填","显示,必填","显示,必填",隐藏,隐藏,隐藏,隐藏,隐藏,"显示,必填",隐藏,隐藏,隐藏,隐藏,隐藏,隐藏
,活动信息,活动名称,输入,"专家调用结构化提示：XX项目XX评审专家XX邀请
积分自提结构化提示：一句话概括您的成果，便于他人快速识别","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填"
,,活动时间,选择,"开始时间~结束时间
（至少提前一天提交）","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填"
,,活动地点,下拉选择,三级下拉，①区域(越南算区域)/②厂区/③楼栋,"显示,必填","显示,必填","显示,必填",显示,显示,显示,显示,显示,显示,显示,显示,显示,显示,显示,显示
,,贡献范围,下拉选择,各不同类目有不同的贡献范围下拉列表字典,"①跨BG
②BG内","①跨BG
②BG内","①跨BG
②BG内",隐藏,"①跨BG
②BG内
③BU内","①编写组长
②编写成员","①国家级核心刊物
②省市级刊物
③公司内刊物","①发明专利
②实用新型专利",隐藏,隐藏,"①主责建设
②参与建设","①主责开发
②参与开发","①14+员工导师&A/B+转正
②14+员工导师B转正或14-员工A/B+转正
③14-员工B转正","①公司/专业线级单次>=50人授课
②一级部门内单次>=30人授课
③二级部门内单次>=10人授课","①行业交流会代表公司发言
②来访/去访中作为代表分享交流"
,,活动需求信息,结构化文本输入,"不同类型单独编写提示。
专家参与活动内容简要介绍可带附件，判断问题的难易程度，方便匹配的专家进行应答或方便R&D Hub专家资源协调",结构化填写提示文本待设计,结构化填写提示文本待设计,"
问题现象/不良率：
具体矛盾点（如功能不良/干涉 / 变形 / 强度不足 / 装配困难 / 手感差等）：
实测数据与目标值对比：
问题复现条件：
已调整 / 尝试的方案：
各方案验证结果：
已排除的原因 / 方向：
当前无法突破的卡点：","【关联背景】：为解决什么问题或抓住什么机会而做？
【具体交付物】：报告、代码库、SOP文档、课程PPT、会议纪要
【量化数据】：
覆盖人数、应用次数、节省成本、效率提升百分比等（尽量提供数字）
【实际影响描述】：
对业务、团队、行业产生的可验证价值，有无后续采纳或复制","【关联背景】：为解决什么问题或抓住什么机会而做？
【具体交付物】：报告、代码库、SOP文档、课程PPT、会议纪要
【量化数据】：
覆盖人数、应用次数、节省成本、效率提升百分比等（尽量提供数字）
【实际影响描述】：
对业务、团队、行业产生的可验证价值，有无后续采纳或复制","【关联背景】：为解决什么问题或抓住什么机会而做？
【具体交付物】：报告、代码库、SOP文档、课程PPT、会议纪要
【量化数据】：
覆盖人数、应用次数、节省成本、效率提升百分比等（尽量提供数字）
【实际影响描述】：
对业务、团队、行业产生的可验证价值，有无后续采纳或复制","【关联背景】：为解决什么问题或抓住什么机会而做？
【具体交付物】：报告、代码库、SOP文档、课程PPT、会议纪要
【量化数据】：
覆盖人数、应用次数、节省成本、效率提升百分比等（尽量提供数字）
【实际影响描述】：
对业务、团队、行业产生的可验证价值，有无后续采纳或复制","【关联背景】：为解决什么问题或抓住什么机会而做？
【具体交付物】：报告、代码库、SOP文档、课程PPT、会议纪要
【量化数据】：
覆盖人数、应用次数、节省成本、效率提升百分比等（尽量提供数字）
【实际影响描述】：
对业务、团队、行业产生的可验证价值，有无后续采纳或复制","【关联背景】：为解决什么问题或抓住什么机会而做？
【具体交付物】：报告、代码库、SOP文档、课程PPT、会议纪要
【量化数据】：
覆盖人数、应用次数、节省成本、效率提升百分比等（尽量提供数字）
【实际影响描述】：
对业务、团队、行业产生的可验证价值，有无后续采纳或复制","【关联背景】：为解决什么问题或抓住什么机会而做？
【具体交付物】：报告、代码库、SOP文档、课程PPT、会议纪要
【量化数据】：
覆盖人数、应用次数、节省成本、效率提升百分比等（尽量提供数字）
【实际影响描述】：
对业务、团队、行业产生的可验证价值，有无后续采纳或复制","【关联背景】：为解决什么问题或抓住什么机会而做？
【具体交付物】：报告、代码库、SOP文档、课程PPT、会议纪要
【量化数据】：
覆盖人数、应用次数、节省成本、效率提升百分比等（尽量提供数字）
【实际影响描述】：
对业务、团队、行业产生的可验证价值，有无后续采纳或复制","【关联背景】：为解决什么问题或抓住什么机会而做？
【具体交付物】：报告、代码库、SOP文档、课程PPT、会议纪要
【量化数据】：
覆盖人数、应用次数、节省成本、效率提升百分比等（尽量提供数字）
【实际影响描述】：
对业务、团队、行业产生的可验证价值，有无后续采纳或复制","【关联背景】：为解决什么问题或抓住什么机会而做？
【具体交付物】：报告、代码库、SOP文档、课程PPT、会议纪要
【量化数据】：
覆盖人数、应用次数、节省成本、效率提升百分比等（尽量提供数字）
【实际影响描述】：
对业务、团队、行业产生的可验证价值，有无后续采纳或复制","【关联背景】：为解决什么问题或抓住什么机会而做？
【具体交付物】：报告、代码库、SOP文档、课程PPT、会议纪要
【量化数据】：
覆盖人数、应用次数、节省成本、效率提升百分比等（尽量提供数字）
【实际影响描述】：
对业务、团队、行业产生的可验证价值，有无后续采纳或复制","【关联背景】：为解决什么问题或抓住什么机会而做？
【具体交付物】：报告、代码库、SOP文档、课程PPT、会议纪要
【量化数据】：
覆盖人数、应用次数、节省成本、效率提升百分比等（尽量提供数字）
【实际影响描述】：
对业务、团队、行业产生的可验证价值，有无后续采纳或复制"
,,成果提交简述,结构化文本输入,"不同类型单独编写提示。
专家提交积分贡献内容简要介绍，可带附件，判断问题的难易程度，方便匹配的专家进行应答或方便R&D Hub专家资源协调",隐藏,隐藏,隐藏,"洞察核心观点（文本域，4行）
💡 你关注的具体领域/技术方向是什么？核心结论是什么？
分析依据（文本域，3行）
💡 通过哪些数据/调研/实验/文献得出该洞察？
验证与采纳情况（文本域，3行）
💡 该洞察是否已被某团队/项目采用？带来了什么决策调整？","成果原创说明（文本域，2行）
💡 推广的技术成果名称，是否为你主导开发？
推广渠道与覆盖（文本域，3行）
💡 推广形式（培训/文档/开源/演讲）及范围（部门/公司/行业会议）
反馈与复用效果（文本域，3行）
💡 收到哪些反馈？产生了多少次复用或二次开发？","标准面向岗位（输入框）
💡 针对什么岗位/角色制定标准？
标准内容维度（文本域，4行）
💡 包含哪些能力维度（知识/技能/行为/成果）？
标准应用成果（文本域，3行）
💡 是否通过评审并应用在招聘/培养/评级中？人才匹配度变化如何？","论文信息（组合字段：题目、期刊/会议、年份、作者位次）
💡 请完整填写发表信息，是否第一作者/通讯作者
创新点说明（文本域，4行）
💡 相比现有工作的主要创新（方法/模型/理论）
应用转化情况（文本域，3行）
💡 论文中的原理是否已被内部项目应用？引用次数或获奖情况","IP类型及状态（下拉+输入）
💡 专利 / 软著 / 设计 / 商标；申请号及状态（已授权/受理中）
技术方案简述（文本域，4行）
💡 覆盖的核心技术或设计方案
实施与优势（文本域，3行）
💡 是否已在产品/流程中实施？相比现有技术的主要优势","来源项目及角色（输入框+下拉）
💡 项目名称、你在其中的角色（PM/架构师/核心开发等）
沉淀内容形式（文本域，3行）
💡 形式：事后分析报告/经验清单/检查表/模板
复用情况（文本域，3行）
💡 已被哪些项目正式采用？节省了多少重复试错成本？","知识库名称及领域（输入框）
💡 所属知识库及领域（如研发中心-故障库）
贡献内容规模（文本域，3行）
💡 新增X篇文章/修订错误/建立索引，覆盖X个核心概念
使用效果（文本域，3行）
💡 查阅次数、减少咨询量或好评反馈举例","制度/流程名称（输入框）
💡 针对的业务场景名称
旧痛点与新方案（文本域，4行）
💡 旧流程存在哪些痛点？你的方案如何解决？
实施效果数据（文本域，3行）
💡 实施后效率/合规/满意度前后对比数据","课程基本信息（名称、目标学员、时长、形式）
💡 课程名称、对象、总时长、面授/在线/混合
课程内容结构（文本域，4行）
💡 主要章节及教学方式（案例/实操/考核）
开课与评价数据（文本域，3行）
💡 期数、总学习人数、满意度评分，是否纳入正式学习体系","指导对象（可匿名）（输入框）
💡 指导对象角色/代号，指导周期及时长（如3个月，每周1次）
指导目标与方式（文本域，3行）
💡 指导目标（认证/晋升/完成某任务）及支持方式
成长成果（文本域，3行）
💡 指导对象的考核提升、成果产出、晋升或表扬记录","讲授课程信息（课程名称、是否自主开发）
💡 课程来源（自主开发/标准课程/转授）
授课数据（次数、总人数、满意度）
💡 授课X次，共Y人，平均满意度（1-5分）
优化与案例（文本域，3行）
💡 你是否优化过案例？是否有学员课后产生具体价值？","交流事件信息（活动名称、形式、主办方、受众）
💡 主题演讲/圆桌/内部研讨会组织等
输出与影响（文本域，4行）
💡 你的观点是否被媒体报道或内部回放？是否促成合作或引入资源？
内部分享情况（文本域，2行）
💡 交流后是否撰写总结并分享给内部团队？"
,,附件,上传附件,"PDF/JPEG/PNG/Word
尽量可供预览","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填"
,,专家价值,输入,需求专家参与活动给公司/BG带来的期望价值评估,"显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填","显示,必填"
,专家需求,需求领域,"①下拉
②带出",①两级下拉选择②从专家库跳转而来自动带出,"显示,必填","显示,必填","显示,必填",隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏
,,需求人数,输入,,显示,显示,显示,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏
,,指定专家,"①搜索选择（多选）
②带出","①搜索选择/多选
②从专家库跳转而来自动带出",显示,显示,显示,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏
,,专家列表,系统自动展示,列表排列已选专家,显示,显示,显示,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏
行管待办,行管待办,行管指派专家,搜索输入,认可或改派,"显示,必填","显示,必填","显示,必填",隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏
,,改派理由,输入,,"显示,必填","显示,必填","显示,必填",隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏
专家确认,专家确认,专家确认,下拉选择,接受/拒绝,"显示,必填","显示,必填","显示,必填",隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏
,,拒绝理由,输入,,"显示,必填","显示,必填","显示,必填",隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏,隐藏
评价打分页,积分提示,,,显示在要打分的段落最上方，作为提示,作为领域专家，参加部门内或跨部门的项目/方案评审、GPS项目/投资评审等，主动识别本领域关键事项问题/风险，并提出有效建议,作为评委参与人才标准评审或人才认证答辩等工作,以技委会专家身份，参与跨BG/BU的技术攻关顺利攻克或跨BG专项顺利完成专项任务等，BG反馈满意度评分3分及以上,基于业务战略及行业趋势，识别当前行业/技术/产品/管理热点，输出行业/技术/产品洞察报告，并在内部评审、分享,将技术预研、攻关、研究等成果进行萃取、包装和转化，形成案例并在相关领域内推广应用，如项目案例、GPS案例包装推广等,作为编写成员主责或参与人才标准（岗位职责、任职标准、学习地图等）建设,在行业专业期刊/网站/公众号上，以排名前3的作者身份发表专业论文/文章等,以排名前3的身份获得知识产权,定期做好项目复盘，形成有价值的lesson learn,及时总结和转化典型问题，形成相应的案例分析或操作指导，并对相关知识（Checklist/Design guide/失效模式）进行更新和关联，典型问题经评审在知识库发布,参与或主导流程、制度、管理规范等标准的建设工作，并经过公司评审发布,主导专业类或通用类课程开发，课程经人力资源本部或一级部门内部认证备案,担任员工导师，包括歌尔之翼、内部调岗或社招员工,担任内部讲师，在内部分享知识、经验，单次培训人数不得少于10人，有签到表/纪要,作为领域专家代表在行业/业务领域内技术交流/访谈拜访/客户来访等活动中发表课题、分享经验等
,积分标准,,,显示在积分提示下方,"①每参与跨BG评审4次可获得2分
②每参与BG内评审4次可获得1分",1次1分,"①跨BG专项2分
②BG内专项1分",1个1分,"①跨BG应用3分
②BG内应用2分
③BU内应用1分","①作为编写组长主责人才标准的编写工作2分
②作为编写成员参与岗位标准的编写工作1分","①国家级核心期刊发表1篇 3分
②省市级刊物发表1篇 2分
③公司内刊物发表1篇 1分","①以排名前3的身份获得发明专利1次2分
②以排名前3的身份实用新型专利1次1分",有价值的lesson learn1次1个1分,典型问题经评审在知识库发布，每3个问题可获得1分,"①主责一级部门/业务领域内制度或流程建设/个2分
②作为核心成员参与一级部门/业务领域内制度或流程建设/个1分","①主责公司级/专业线课程开发/门2分
②作为核心成员参与公司级/专业线课程开发或主导一级部门内课程开发/门1分","①担任14级及以上员工导师，辅导员工顺利转正，且员工评价A/B+1人3分
②担任14级及以上员工导师，辅导员工顺利转正，且员工评价B；
 或担任14级以下员工导师，辅导员工顺利转正，且员工评价A/B+1人2分
③担任14级以下员工导师，辅导员工顺利转正，且员工评价B1人1分","①进行公司级/专业线级培训授课，单次培训人次不低于50人1次3分
②进行一级部门内部培训授课，单次培训人次不低于30人1次2分
③担任二级部门内部培训授课，单次培训人次不低于10人1次1分","①参与行业交流会，并作为公司代表分享发言1次2分
②外部公司来访/到访外部公司/客户来访作为代表进行分享交流1次1分"
,系统自动显示标准分值与【贡献范围】对应关系,,,各不同类目有不同的贡献范围下拉列表字典，对应不同的得分，分值（float）不可调整,"①跨BG=0.5
②BG内=0.25",1次1分,"①跨BG=2
②BG内=1",1个1分,"①跨BG=3
②BG内=2
③BU内=1","①编写组长=2
②编写成员=1","①国家级核心刊物=3
②省市级刊物=2
③公司内刊物=1","①发明专利=2
②实用新型专利=1",1个1分,1个0.33分,"①主责建设=2
②参与建设=1","①主责开发=2
②参与开发=1","①14+员工导师&A/B+转正=3
②14+员工导师B转正或14-员工A/B+转正=2
③14-员工B转正=1","①公司/专业线级单次>=50人授课=3
②一级部门内单次>=30人授课=2
③二级部门内单次>=10人授课=1","①行业交流会代表公司发言=2
②来访/去访中作为代表分享交流=1"
,申请人评分等级,,,申请人对专家贡献表现评分（各个专家分别打分）,"①优秀（能够主导技术方向）= 标准积分 * 系数1.5
②一般（问题得到解决，作为参与者，表现一般）= 标准积分 * 系数0.8
③无贡献（未发挥专家作用)= 标准积分 * 系数0","①积极（积极主动进行专业提问与评审）= 标准积分 * 系数1.2
②正常（正常评审表现）= 标准积分 * 系数0.8
③一般（提问与交流较少且打分持续较高)= 标准积分 * 系数0.5","①卓越（能够完全解决难点问题）= 标准积分 * 系数2
②优秀（能够给出正确的解决方向并配合项目组完成问题的解决）= 标准积分 * 系数1.5
③一般（问题得到解决，作为参与者，表现一般）= 标准积分 * 系数0.8
④无贡献（未发挥专家作用) = 标准积分 * 系数0",无等级，系统带出标准分值,无等级，系统带出标准分值,无等级，系统带出标准分值,无等级，系统带出标准分值,无等级，系统带出标准分值,无等级，系统带出标准分值,无等级，系统带出标准分值,无等级，系统带出标准分值,无等级，系统带出标准分值,无等级，系统带出标准分值,无等级，系统带出标准分值,无等级，系统带出标准分值
,行管审核评分,,,行管有最终审核权可调整（各个专家分别打分）,认可或调整评分等级,认可或调整评分等级,认可或调整评分等级,"认可或
不认可（不获得积分）","认可或
不认可（不获得积分）","认可或
不认可（不获得积分）","认可或
不认可（不获得积分）","认可或
不认可（不获得积分）","认可或
不认可（不获得积分）","认可或
不认可（不获得积分）","认可或
不认可（不获得积分）","认可或
不认可（不获得积分）","认可或
不认可（不获得积分）","认可或
不认可（不获得积分）","认可或
不认可（不获得积分）"
,行管评分理由,,,输入,认可/调整理由,认可/调整理由,认可/调整理由,认可/不认可理由,认可/不认可理由,认可/不认可理由,认可/不认可理由,认可/不认可理由,认可/不认可理由,认可/不认可理由,认可/不认可理由,认可/不认可理由,认可/不认可理由,认可/不认可理由,认可/不认可理由
年底核算,积分上限,,,最终统计节点增加启用开关，开启的时候应用上限规则,累计不得超过6分,累计不得超过5分,累计不得超过6分,累计不得超过5分,,累计不得超过6分,,,累计不得超过5分,累计不得超过5分,,,,,
,折合门槛,,,若核算日期距专家任期起始日期不足360天的，则专家积分的门槛需要折算,积分按照自然年核算，自聘任日期起到自然年底12/31日不满一年的，折算积分门槛按照=积分门槛*（聘任日期至年底/365）；专家仅需满足折算积分门槛即可发放年度津贴。年度津贴发放字段值=1（else =0）,,,,,,,,,,,,,,
,专家-17级,,,17级分数门槛,≥10分,,,,,,,,,,,,,,
,专家-18级,,,18级分数门槛,≥12分,,,,,,,,,,,,,,
,专家-19级,,,19级分数门槛,≥15分,,,,,,,,,,,,,,
任期核算,,,,,,,,,,,,,,,,,,,
